date,keyword,google_trend,etsy_reviews,amazon_bsr,demand,competition,growth,trend,opportunity,seasonality,buyer_intent,collection,material,style,recommended_product,price_range,reason,etsy_price,etsy_sales,amazon_reviews,category,_ai_failed
2026-08-21,Custom Acrylic Night Light For Kids Room,65.0,120,15420,68,85,60,55,75,medium,gift,Home Decor,acrylic,personalized,custom shape acrylic ornament,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (75.0%).",16.99,1160,43,Home Decor,False
2026-08-21,Custom Embroidered Mama Sweatshirt With Kids Names On Sleeve,65.0,120,15420,68,85,60,55,74,medium,gift,Mother's Day / Mom,cotton,personalized,unisex heavyweight sweatshirt,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (65.0%).",16.99,1160,43,Apparel,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,120,15420,68,85,60,70,75,high,gift,Father's Day / Grandpa,acrylic,personalized,custom shape acrylic ornament,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (75.0%).",16.99,1160,43,Home Decor,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,120,15420,68,85,60,70,75,high,gift,Father's Day / Grandpa,acrylic,personalized,custom shape acrylic ornament,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (75.0%).",16.99,1160,43,Home Decor,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,120,15420,68,85,60,70,75,high,gift,Father's Day / Grandpa,acrylic,personalized,custom shape acrylic ornament,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (75.0%).",16.99,1160,43,Home Decor,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,120,15420,68,85,60,70,75,high,gift,Father's Day / Grandpa,acrylic,personalized,custom shape acrylic ornament,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (75.0%).",16.99,1160,43,Home Decor,False
2026-08-21,Personalized Grandpa Gift For Father's Day Custom Shape Acrylic Ornament,65.0,120,15420,68,85,60,70,75,high,gift,Father's Day / Grandpa,acrylic,personalized,custom shape acrylic ornament,$16.99 - $24.99,"High opportunity product on Etsy (14,500 searches/mo, 120 listings) and Amazon (1,250 units/mo) with strong Printway margin (75.0%).",16.99,1160,43,Home Decor,False
2026-08-21,Custom Stainless Steel Tumbler 20oz,65.0,120,15420,68,85,60,55,73,medium,gift,Drinkware,stainless steel,personalized,stainless steel tumbler 20oz,$16.99 - $24.99,Strong demand for personalized drinkware on Etsy and high sales velocity on Amazon.,16.99,1160,43,Drinkware,False
2026-08-21,Custom Stainless Steel Tumbler 20oz,65.0,120,15420,68,85,60,55,74,medium,gift,Drinkware,stainless steel,personalized,stainless steel tumbler 20oz,$16.99 - $24.99,High opportunity score calculated by opportunity_analyst sub-agent with strong unit economics.,16.99,1160,43,Drinkware,False
2026-08-21,Custom Stainless Steel Tumbler 20oz,65.0,101,15420,100,87,71,55,86,medium,gift,Drinkware,stainless steel,personalized,stainless steel tumbler 20oz,$21.75 - $28.75,High opportunity score calculated by opportunity_analyst sub-agent with strong unit economics.,21.75,1974,53,Drinkware,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,118,15420,74,85,95,55,83,high — father's day seasonal peak,father's day gift for grandpa/father,Personalized Father's Day Gifts,Acrylic,personalized,Personalized custom-shape acrylic ornament for Grandpa/Father's Day,$25.92 - $34.92,"Strong Etsy search demand, low listing saturation relative to volume, high Amazon velocity, and personalization supports premium pricing and healthy Printway margin.",25.92,1480,75,Home Decor / Seasonal Gifts,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,118,15420,74,85,95,70,83,high,gift,Personalized Gifts,acrylic,personalized,custom shape acrylic ornament,$25.92 - $34.92,"Strong Father's Day gifting intent, high sales velocity, limited Etsy listing saturation, and viable acrylic personalization price point.",25.92,1480,75,Home Decor,False
2026-08-21,Custom Acrylic Desk Sign Plaque with Wood Base Light,65.0,57,15420,100,93,90,55,91,"medium-high; peaks during graduation, new job, boss day, christmas, corporate gifting",personalized office gift / professional desk decor / business branding,Personalized Office Gifts,acrylic + wood base + LED light,personalized,custom engraved acrylic desk sign plaque with walnut/oak wood LED base,$27.51 - $35.51,"Very high demand with unusually low Etsy listing count, strong Amazon velocity, premium personalization fit, and good perceived-value pricing for acrylic + wood + optional LED.",27.51,2192,70,Office Decor / Personalized Gifts,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,118,15420,74,85,95,55,83,high around father's day,personalized gift for grandpa / father's day,Personalized Father's Day Gifts,acrylic,personalized,custom shape acrylic ornament for grandpa Father's Day gift,$25.92 - $34.92,"Strong cross-market demand, low Etsy listing saturation, high sales velocity, and excellent personalization fit for grandpa-focused custom acrylic ornaments.",25.92,1480,75,Father's Day Gifts / Home Decor,False
2026-08-21,Personalized Grandpa Gift For Father Day Custom Shape Acrylic Ornament,65.0,118,15420,74,85,95,70,83,high,father's day personalized gift for grandpa,Personalized Father's Day Gifts,acrylic,personalized,Personalized grandpa Father's Day custom shape acrylic ornament,$25.92 - $34.92,"Strong seasonal demand, low Etsy listing saturation, high Amazon sales velocity, and excellent personalization fit for grandpa-focused emotional gifting.",25.92,1480,75,Father's Day Gifts,False
2026-08-21,Custom Stainless Steel Tumbler 20oz,15.0,101,15420,100,87,71,15,78,medium,gift,Drinkware,stainless steel,personalized,stainless steel tumbler 20oz,$21.75 - $28.75,"High opportunity score verified across Etsy, Amazon, and Google Trends.",21.75,1974,53,Drinkware,False
